WeekStartDate;Forecast_Or_Actual_Value;Forecast_Or_Actual_Value_Legend
02-Jan-2023;3407,1350000000002;2021-22-Residual Energy Demand
26-Dec-2022;3628,444;2021-22-Residual Energy Demand
09-Jan-2023;3681,4639999999999;2021-22-Residual Energy Demand
19-Dec-2022;3763,027;2021-22-Residual Energy Demand
04-Apr-2022;3914,6060000000002;2021-22-Residual Energy Demand
12-Dec-2022;3925,21;2021-22-Residual Energy Demand
26-Sep-2022;3936,7939999999999;2021-22-Residual Energy Demand
07-Nov-2022;3940,808;2021-22-Residual Energy Demand
17-Oct-2022;3941,576;2021-22-Residual Energy Demand
16-Jan-2023;3950,9989999999998;2021-22-Residual Energy Demand
24-Oct-2022;3963,0619999999999;2021-22-Residual Energy Demand
28-Nov-2022;3968;2021-22-Residual Energy Demand
10-Oct-2022;3968,3150000000001;2021-22-Residual Energy Demand
23-Jan-2023;3973,9349999999999;2021-22-Residual Energy Demand
27-Mar-2023;3981,047;2021-22-Residual Energy Demand
03-Oct-2022;3982,0419999999999;2021-22-Residual Energy Demand
05-Dec-2022;3997,087;2021-22-Residual Energy Demand
21-Nov-2022;3998,3980000000001;2021-22-Residual Energy Demand
19-Sep-2022;4007,6660000000002;2021-22-Residual Energy Demand
20-Mar-2023;4012,0810000000001;2021-22-Residual Energy Demand
12-Sep-2022;4024,3290000000002;2021-22-Residual Energy Demand
11-Apr-2022;4031,2730000000001;2021-22-Residual Energy Demand
31-Oct-2022;4039,29;2021-22-Residual Energy Demand
02-May-2022;4065,1869999999999;2021-22-Residual Energy Demand
27-Feb-2023;4068,4079999999999;2021-22-Residual Energy Demand
14-Nov-2022;4072,29;2021-22-Residual Energy Demand
30-Jan-2023;4076,473;2021-22-Residual Energy Demand
06-Mar-2023;4089,6460000000002;2021-22-Residual Energy Demand
05-Sep-2022;4095,7550000000001;2021-22-Residual Energy Demand
20-Feb-2023;4096,9610000000002;2021-22-Residual Energy Demand
29-Aug-2022;4120,8699999999999;2021-22-Residual Energy Demand
06-Feb-2023;4128,433;2021-22-Residual Energy Demand
13-Feb-2023;4130,3900000000003;2021-22-Residual Energy Demand
13-Mar-2023;4133,4889999999996;2021-22-Residual Energy Demand
04-Jul-2022;4151,0249999999996;2021-22-Residual Energy Demand
18-Apr-2022;4151,5789999999997;2021-22-Residual Energy Demand
09-May-2022;4163,7110000000002;2021-22-Residual Energy Demand
22-Aug-2022;4171,8689999999997;2021-22-Residual Energy Demand
25-Apr-2022;4176,1890000000003;2021-22-Residual Energy Demand
16-May-2022;4177,5910000000003;2021-22-Residual Energy Demand
08-Aug-2022;4211,8739999999998;2021-22-Residual Energy Demand
23-May-2022;4241,4049999999997;2021-22-Residual Energy Demand
15-Aug-2022;4248,7950000000001;2021-22-Residual Energy Demand
30-May-2022;4250,9080000000004;2021-22-Residual Energy Demand
27-Jun-2022;4260,9639999999999;2021-22-Residual Energy Demand
18-Jul-2022;4280,5950000000003;2021-22-Residual Energy Demand
20-Jun-2022;4285,8649999999998;2021-22-Residual Energy Demand
11-Jul-2022;4287,4889999999996;2021-22-Residual Energy Demand
01-Aug-2022;4325,1899999999996;2021-22-Residual Energy Demand
25-Jul-2022;4359,7470000000003;2021-22-Residual Energy Demand
06-Jun-2022;4413,1109999999999;2021-22-Residual Energy Demand
13-Jun-2022;4413,277;2021-22-Residual Energy Demand
02-Jan-2023;3755,0900000000001;2021-22-RSA Contracted Energy Demand
26-Dec-2022;3943,4119999999998;2021-22-RSA Contracted Energy Demand
09-Jan-2023;4031,0639999999999;2021-22-RSA Contracted Energy Demand
19-Dec-2022;4144,2950000000001;2021-22-RSA Contracted Energy Demand
04-Apr-2022;4154,616;2021-22-RSA Contracted Energy Demand
27-Mar-2023;4241,402;2021-22-RSA Contracted Energy Demand
16-Jan-2023;4242,7359999999999;2021-22-RSA Contracted Energy Demand
12-Dec-2022;4244,7550000000001;2021-22-RSA Contracted Energy Demand
11-Apr-2022;4246,0540000000001;2021-22-RSA Contracted Energy Demand
07-Nov-2022;4254,5609999999997;2021-22-RSA Contracted Energy Demand
26-Sep-2022;4268,1999999999998;2021-22-RSA Contracted Energy Demand
20-Mar-2023;4271,692;2021-22-RSA Contracted Energy Demand
23-Jan-2023;4288,6729999999998;2021-22-RSA Contracted Energy Demand
05-Dec-2022;4294,9390000000003;2021-22-RSA Contracted Energy Demand
17-Oct-2022;4304,6580000000004;2021-22-RSA Contracted Energy Demand
02-May-2022;4306,4989999999998;2021-22-RSA Contracted Energy Demand
24-Oct-2022;4309,8469999999998;2021-22-RSA Contracted Energy Demand
10-Oct-2022;4309,9799999999996;2021-22-RSA Contracted Energy Demand
03-Oct-2022;4320,7839999999997;2021-22-RSA Contracted Energy Demand
31-Oct-2022;4354,2110000000002;2021-22-RSA Contracted Energy Demand
06-Mar-2023;4355,8299999999999;2021-22-RSA Contracted Energy Demand
12-Sep-2022;4360,4859999999999;2021-22-RSA Contracted Energy Demand
28-Nov-2022;4361,3289999999997;2021-22-RSA Contracted Energy Demand
19-Sep-2022;4364,3119999999999;2021-22-RSA Contracted Energy Demand
21-Nov-2022;4371,9319999999998;2021-22-RSA Contracted Energy Demand
18-Apr-2022;4375,5959999999995;2021-22-RSA Contracted Energy Demand
30-Jan-2023;4379,8379999999997;2021-22-RSA Contracted Energy Demand
14-Nov-2022;4381,8739999999998;2021-22-RSA Contracted Energy Demand
27-Feb-2023;4387,0259999999998;2021-22-RSA Contracted Energy Demand
06-Feb-2023;4387,8590000000004;2021-22-RSA Contracted Energy Demand
13-Feb-2023;4388,5900000000001;2021-22-RSA Contracted Energy Demand
05-Sep-2022;4392,6189999999997;2021-22-RSA Contracted Energy Demand
29-Aug-2022;4393,933;2021-22-RSA Contracted Energy Demand
25-Apr-2022;4398,0860000000002;2021-22-RSA Contracted Energy Demand
20-Feb-2023;4398,7389999999996;2021-22-RSA Contracted Energy Demand
13-Mar-2023;4402,7610000000004;2021-22-RSA Contracted Energy Demand
09-May-2022;4409,3990000000003;2021-22-RSA Contracted Energy Demand
22-Aug-2022;4416,7470000000003;2021-22-RSA Contracted Energy Demand
16-May-2022;4437,5889999999999;2021-22-RSA Contracted Energy Demand
08-Aug-2022;4462,9480000000003;2021-22-RSA Contracted Energy Demand
04-Jul-2022;4493,1629999999996;2021-22-RSA Contracted Energy Demand
30-May-2022;4506,9679999999998;2021-22-RSA Contracted Energy Demand
20-Jun-2022;4507,4650000000001;2021-22-RSA Contracted Energy Demand
23-May-2022;4517,1000000000004;2021-22-RSA Contracted Energy Demand
18-Jul-2022;4527,4780000000001;2021-22-RSA Contracted Energy Demand
11-Jul-2022;4530,7749999999996;2021-22-RSA Contracted Energy Demand
15-Aug-2022;4547,6149999999998;2021-22-RSA Contracted Energy Demand
27-Jun-2022;4560,2860000000001;2021-22-RSA Contracted Energy Demand
01-Aug-2022;4618,4639999999999;2021-22-RSA Contracted Energy Demand
13-Jun-2022;4653,0209999999997;2021-22-RSA Contracted Energy Demand
06-Jun-2022;4682,1130000000003;2021-22-RSA Contracted Energy Demand
25-Jul-2022;4688,6220000000003;2021-22-RSA Contracted Energy Demand
13-Mar-2023;;2022-23-Residual Energy Demand
20-Mar-2023;;2022-23-Residual Energy Demand
27-Mar-2023;;2022-23-Residual Energy Demand
26-Dec-2022;3351,268;2022-23-Residual Energy Demand
06-Mar-2023;3514,2660000000001;2022-23-Residual Energy Demand
02-Jan-2023;3620,875;2022-23-Residual Energy Demand
19-Dec-2022;3659,6089999999999;2022-23-Residual Energy Demand
28-Nov-2022;3871,0709999999999;2022-23-Residual Energy Demand
24-Oct-2022;3885,7719999999999;2022-23-Residual Energy Demand
29-Aug-2022;3911,8040000000001;2022-23-Residual Energy Demand
21-Nov-2022;3924,0430000000001;2022-23-Residual Energy Demand
12-Dec-2022;3939,8910000000001;2022-23-Residual Energy Demand
11-Apr-2022;3953,9839999999999;2022-23-Residual Energy Demand
22-Aug-2022;3964,2710000000002;2022-23-Residual Energy Demand
31-Oct-2022;3969,444;2022-23-Residual Energy Demand
09-Jan-2023;3969,9769999999999;2022-23-Residual Energy Demand
25-Apr-2022;3995,0940000000001;2022-23-Residual Energy Demand
17-Oct-2022;3996,9110000000001;2022-23-Residual Energy Demand
05-Sep-2022;4007,2950000000001;2022-23-Residual Energy Demand
04-Apr-2022;4013,6550000000002;2022-23-Residual Energy Demand
10-Oct-2022;4018,0830000000001;2022-23-Residual Energy Demand
14-Nov-2022;4024,7020000000002;2022-23-Residual Energy Demand
30-Jan-2023;4037,1729999999998;2022-23-Residual Energy Demand
08-Aug-2022;4039,7489999999998;2022-23-Residual Energy Demand
05-Dec-2022;4043,8229999999999;2022-23-Residual Energy Demand
23-Jan-2023;4046,998;2022-23-Residual Energy Demand
07-Nov-2022;4049,087;2022-23-Residual Energy Demand
03-Oct-2022;4053,1199999999999;2022-23-Residual Energy Demand
18-Apr-2022;4065,4349999999999;2022-23-Residual Energy Demand
19-Sep-2022;4068,5569999999998;2022-23-Residual Energy Demand
20-Feb-2023;4073,6010000000001;2022-23-Residual Energy Demand
16-Jan-2023;4077,4119999999998;2022-23-Residual Energy Demand
13-Feb-2023;4080,5230000000001;2022-23-Residual Energy Demand
26-Sep-2022;4088,471;2022-23-Residual Energy Demand
27-Feb-2023;4088,9259999999999;2022-23-Residual Energy Demand
02-May-2022;4091,8240000000001;2022-23-Residual Energy Demand
15-Aug-2022;4095,777;2022-23-Residual Energy Demand
12-Sep-2022;4098,3119999999999;2022-23-Residual Energy Demand
06-Feb-2023;4106,8919999999998;2022-23-Residual Energy Demand
06-Jun-2022;4148,3000000000002;2022-23-Residual Energy Demand
23-May-2022;4149,3149999999996;2022-23-Residual Energy Demand
25-Jul-2022;4161,2049999999999;2022-23-Residual Energy Demand
09-May-2022;4181,0810000000001;2022-23-Residual Energy Demand
13-Jun-2022;4193,3860000000004;2022-23-Residual Energy Demand
18-Jul-2022;4227,643;2022-23-Residual Energy Demand
16-May-2022;4232,2169999999996;2022-23-Residual Energy Demand
11-Jul-2022;4240,5609999999997;2022-23-Residual Energy Demand
30-May-2022;4253,6769999999997;2022-23-Residual Energy Demand
01-Aug-2022;4276,0299999999997;2022-23-Residual Energy Demand
27-Jun-2022;4318,4409999999998;2022-23-Residual Energy Demand
04-Jul-2022;4325,3639999999996;2022-23-Residual Energy Demand
20-Jun-2022;4437,3890000000001;2022-23-Residual Energy Demand
27-Jun-2022;;2022-23-Residual Energy Forecast
11-Jul-2022;;2022-23-Residual Energy Forecast
04-Jul-2022;;2022-23-Residual Energy Forecast
30-May-2022;;2022-23-Residual Energy Forecast
06-Jun-2022;;2022-23-Residual Energy Forecast
13-Jun-2022;;2022-23-Residual Energy Forecast
20-Jun-2022;;2022-23-Residual Energy Forecast
16-May-2022;;2022-23-Residual Energy Forecast
23-May-2022;;2022-23-Residual Energy Forecast
09-May-2022;;2022-23-Residual Energy Forecast
02-May-2022;;2022-23-Residual Energy Forecast
18-Apr-2022;;2022-23-Residual Energy Forecast
25-Apr-2022;;2022-23-Residual Energy Forecast
04-Apr-2022;;2022-23-Residual Energy Forecast
11-Apr-2022;;2022-23-Residual Energy Forecast
18-Jul-2022;;2022-23-Residual Energy Forecast
08-Aug-2022;;2022-23-Residual Energy Forecast
15-Aug-2022;;2022-23-Residual Energy Forecast
25-Jul-2022;;2022-23-Residual Energy Forecast
01-Aug-2022;;2022-23-Residual Energy Forecast
22-Aug-2022;;2022-23-Residual Energy Forecast
29-Aug-2022;;2022-23-Residual Energy Forecast
05-Sep-2022;;2022-23-Residual Energy Forecast
12-Sep-2022;;2022-23-Residual Energy Forecast
19-Sep-2022;;2022-23-Residual Energy Forecast
26-Sep-2022;;2022-23-Residual Energy Forecast
03-Oct-2022;;2022-23-Residual Energy Forecast
10-Oct-2022;;2022-23-Residual Energy Forecast
17-Oct-2022;;2022-23-Residual Energy Forecast
24-Oct-2022;;2022-23-Residual Energy Forecast
06-Feb-2023;;2022-23-Residual Energy Forecast
13-Feb-2023;;2022-23-Residual Energy Forecast
20-Feb-2023;;2022-23-Residual Energy Forecast
27-Feb-2023;;2022-23-Residual Energy Forecast
06-Mar-2023;;2022-23-Residual Energy Forecast
16-Jan-2023;;2022-23-Residual Energy Forecast
09-Jan-2023;;2022-23-Residual Energy Forecast
23-Jan-2023;;2022-23-Residual Energy Forecast
30-Jan-2023;;2022-23-Residual Energy Forecast
19-Dec-2022;;2022-23-Residual Energy Forecast
02-Jan-2023;;2022-23-Residual Energy Forecast
26-Dec-2022;;2022-23-Residual Energy Forecast
31-Oct-2022;;2022-23-Residual Energy Forecast
07-Nov-2022;;2022-23-Residual Energy Forecast
21-Nov-2022;;2022-23-Residual Energy Forecast
14-Nov-2022;;2022-23-Residual Energy Forecast
05-Dec-2022;;2022-23-Residual Energy Forecast
12-Dec-2022;;2022-23-Residual Energy Forecast
28-Nov-2022;;2022-23-Residual Energy Forecast
27-Mar-2023;2939,7719999999999;2022-23-Residual Energy Forecast
20-Mar-2023;4011,9009999999998;2022-23-Residual Energy Forecast
13-Mar-2023;4063,8919999999998;2022-23-Residual Energy Forecast
13-Mar-2023;;2022-23-RSA Contracted Energy Demand
20-Mar-2023;;2022-23-RSA Contracted Energy Demand
27-Mar-2023;;2022-23-RSA Contracted Energy Demand
26-Dec-2022;3736,9870000000001;2022-23-RSA Contracted Energy Demand
06-Mar-2023;3812,1869999999999;2022-23-RSA Contracted Energy Demand
02-Jan-2023;4037,7530000000002;2022-23-RSA Contracted Energy Demand
19-Dec-2022;4059,8690000000001;2022-23-RSA Contracted Energy Demand
11-Apr-2022;4224,6149999999998;2022-23-RSA Contracted Energy Demand
12-Dec-2022;4255,1700000000001;2022-23-RSA Contracted Energy Demand
24-Oct-2022;4275,7349999999997;2022-23-RSA Contracted Energy Demand
17-Oct-2022;4281,134;2022-23-RSA Contracted Energy Demand
25-Apr-2022;4289,0709999999999;2022-23-RSA Contracted Energy Demand
28-Nov-2022;4290,2889999999998;2022-23-RSA Contracted Energy Demand
09-Jan-2023;4303,2960000000003;2022-23-RSA Contracted Energy Demand
22-Aug-2022;4316,0529999999999;2022-23-RSA Contracted Energy Demand
21-Nov-2022;4317,3450000000003;2022-23-RSA Contracted Energy Demand
02-May-2022;4320,4089999999997;2022-23-RSA Contracted Energy Demand
29-Aug-2022;4320,527;2022-23-RSA Contracted Energy Demand
31-Oct-2022;4327,5829999999996;2022-23-RSA Contracted Energy Demand
05-Sep-2022;4328,7430000000004;2022-23-RSA Contracted Energy Demand
10-Oct-2022;4331,3159999999998;2022-23-RSA Contracted Energy Demand
18-Apr-2022;4338,6480000000001;2022-23-RSA Contracted Energy Demand
08-Aug-2022;4341,5129999999999;2022-23-RSA Contracted Energy Demand
03-Oct-2022;4359,6260000000002;2022-23-RSA Contracted Energy Demand
26-Sep-2022;4376,7619999999997;2022-23-RSA Contracted Energy Demand
04-Apr-2022;4378,7560000000003;2022-23-RSA Contracted Energy Demand
27-Feb-2023;4380,5209999999997;2022-23-RSA Contracted Energy Demand
14-Nov-2022;4384,0249999999996;2022-23-RSA Contracted Energy Demand
05-Dec-2022;4389,9589999999998;2022-23-RSA Contracted Energy Demand
19-Sep-2022;4398,5420000000004;2022-23-RSA Contracted Energy Demand
07-Nov-2022;4402,1480000000001;2022-23-RSA Contracted Energy Demand
12-Sep-2022;4403,6620000000003;2022-23-RSA Contracted Energy Demand
16-Jan-2023;4408,8249999999998;2022-23-RSA Contracted Energy Demand
09-May-2022;4408,8500000000004;2022-23-RSA Contracted Energy Demand
30-Jan-2023;4411,777;2022-23-RSA Contracted Energy Demand
23-May-2022;4412,0320000000002;2022-23-RSA Contracted Energy Demand
06-Feb-2023;4416,8149999999996;2022-23-RSA Contracted Energy Demand
13-Feb-2023;4425,3549999999996;2022-23-RSA Contracted Energy Demand
23-Jan-2023;4429,2299999999996;2022-23-RSA Contracted Energy Demand
20-Feb-2023;4451,2139999999999;2022-23-RSA Contracted Energy Demand
06-Jun-2022;4458,6959999999999;2022-23-RSA Contracted Energy Demand
25-Jul-2022;4478,1610000000001;2022-23-RSA Contracted Energy Demand
15-Aug-2022;4486,7389999999996;2022-23-RSA Contracted Energy Demand
30-May-2022;4507,5159999999996;2022-23-RSA Contracted Energy Demand
16-May-2022;4512,0299999999997;2022-23-RSA Contracted Energy Demand
01-Aug-2022;4521,9560000000001;2022-23-RSA Contracted Energy Demand
18-Jul-2022;4523,8379999999997;2022-23-RSA Contracted Energy Demand
13-Jun-2022;4533,8760000000002;2022-23-RSA Contracted Energy Demand
11-Jul-2022;4534,1890000000003;2022-23-RSA Contracted Energy Demand
04-Jul-2022;4589,9340000000002;2022-23-RSA Contracted Energy Demand
27-Jun-2022;4633,741;2022-23-RSA Contracted Energy Demand
20-Jun-2022;4672,1549999999997;2022-23-RSA Contracted Energy Demand
