report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-07-20,2022-07-25,30,32994,31637,47357,33157,2668,12000,1520,-480,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-08-01,31,32498,31379,45592,31392,4433,12000,13,-1987,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-08-08,32,32601,31036,45768,31568,4257,12000,532,-1468,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-08-15,33,31984,30419,44825,30625,5200,12000,206,-1794,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-08-22,34,31782,30217,44916,30716,5109,12000,499,-1501,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-08-29,35,32514,30427,44536,30336,5489,12000,-91,-2091,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-09-05,36,32469,30382,44554,29354,5471,13000,-1028,-3028,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-09-12,37,32016,29929,44149,28949,5876,13000,-980,-2980,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-09-19,38,31704,29616,43624,28424,6401,13000,-1192,-3192,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-09-26,39,31491,29403,43477,28277,6548,13000,-1126,-3126,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-10-03,40,31580,29475,43694,28494,6331,13000,-981,-2981,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-10-10,41,31500,29486,44222,29022,5803,13000,-464,-2464,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-10-17,42,31511,29546,44131,28931,5894,13000,-616,-2616,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-10-24,43,31415,29451,43819,28619,6206,13000,-832,-2832,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-10-31,44,31472,29346,43821,28621,6204,13000,-725,-2725,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-11-07,45,31872,29689,43682,28482,6343,13000,-1207,-3207,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-11-14,46,31613,29430,43614,28414,6411,13000,-1016,-3016,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-11-21,47,31292,29109,42732,27532,7293,13000,-1577,-3577,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-11-28,48,31015,28832,42519,27319,7506,13000,-1512,-3512,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-12-05,49,31023,28837,42346,27146,7679,13000,-1690,-3690,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-12-12,50,30633,28446,42795,27595,7230,13000,-851,-2851,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-12-19,51,29318,27132,41420,26220,8605,13000,-912,-2912,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2022-12-26,52,26867,24680,39805,24605,10220,13000,-75,-2075,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-01-02,1,28588,26066,40380,25180,9645,13000,-886,-2886,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-01-09,2,29704,27670,41603,26403,8422,13000,-1267,-3267,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-01-16,3,30496,28461,41966,26766,8059,13000,-1695,-3695,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-01-23,4,30174,28139,41948,26748,8077,13000,-1391,-3391,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-01-30,5,30383,28349,42595,27395,7430,13000,-954,-2954,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-02-06,6,30997,29208,42570,27370,7455,13000,-1838,-3838,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-02-13,7,30835,29045,42370,27170,7655,13000,-1875,-3875,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-02-20,8,30909,29119,42427,27227,7598,13000,-1892,-3892,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-02-27,9,30721,29153,43105,27905,6920,13000,-1248,-3248,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-03-06,10,31153,29585,43924,28724,6101,13000,-861,-2861,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-03-13,11,30805,29237,43355,28155,6670,13000,-1082,-3082,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-03-20,12,31014,29366,43900,28700,6125,13000,-666,-2666,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-03-27,13,30853,29206,43260,28060,6765,13000,-1146,-3146,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-04-03,14,32219,30573,44888,30688,5137,12000,115,-1885,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-04-10,15,32493,30846,45238,31038,4787,12000,192,-1808,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-04-17,16,32984,31338,45999,31799,4026,12000,461,-1539,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-04-24,17,33668,32021,45999,31799,4026,12000,-222,-2222,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-05-01,18,33601,32419,46716,32516,3309,12000,97,-1903,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-05-08,19,34531,33349,47356,33156,2669,12000,-193,-2193,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-05-15,20,34704,33522,47356,33156,2669,12000,-366,-2366,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-05-22,21,35031,33849,47556,33356,2469,12000,-493,-2493,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-05-29,22,35849,34667,48074,33874,1951,12000,-793,-2793,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-06-05,23,35053,33773,47578,33378,2447,12000,-395,-2395,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-06-12,24,35055,33774,48093,33893,1932,12000,119,-1881,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-06-19,25,34886,33605,48046,33846,1979,12000,241,-1759,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-06-26,26,35391,34110,48343,34143,1682,12000,33,-1967,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-07-03,27,35235,33662,47897,33697,2128,12000,35,-1965,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-07-10,28,35209,33636,47866,33666,2159,12000,30,-1970,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-07-17,29,35325,33751,47714,33514,2311,12000,-237,-2237,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-07-24,30,35371,33797,47755,33555,2270,12000,-242,-2242,Weekly_System_Status_Report_2022_w29.txt
2022-07-20,2023-07-31,31,34558,32985,47195,32995,2830,12000,10,-1990,Weekly_System_Status_Report_2022_w29.txt
